Attendance,Previous qualification,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Displaced,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Average Grade,Unemployment rate,Inflation rate,GDP,Target
1,1,4,3,8,5,1,0,1,0,0,18,0,12,8.9,1.4,3.51,0
1,1,2,14,3,7,1,0,1,0,1,18,0,13,8.9,1.4,3.51,0
1,1,13,28,32,39,1,1,1,1,0,18,0,11,8.9,1.4,3.51,0
1,1,3,14,3,10,1,0,1,1,0,18,0,13,8.9,1.4,3.51,1
1,1,1,1,10,10,0,0,0,1,0,18,0,12,8.9,1.4,3.51,1
1,1,1,28,10,9,1,0,1,0,1,18,0,14,8.9,1.4,3.51,0
1,1,23,14,5,10,1,0,1,0,0,18,0,16,8.9,1.4,3.51,0
1,1,1,27,5,6,1,1,1,0,0,18,0,14,8.9,1.4,3.51,0
1,1,23,14,10,7,1,0,1,0,1,18,0,14,8.9,1.4,3.51,0
1,1,1,14,5,8,1,0,1,0,1,18,0,13,8.9,1.4,3.51,0
1,1,1,1,4,4,1,0,1,0,1,18,0,14,8.9,1.4,3.51,0
1,1,1,1,5,9,1,0,1,0,0,18,0,14,8.9,1.4,3.51,0
1,1,1,14,5,6,0,0,1,0,0,18,0,11,8.9,1.4,3.51,0
1,1,25,14,3,10,1,0,1,0,0,18,0,15,8.9,1.4,3.51,1
1,1,1,1,4,4,1,0,1,0,1,18,0,14,8.9,1.4,3.51,0
1,1,23,14,10,10,1,0,1,0,0,18,0,13,8.9,1.4,3.51,0
1,1,1,27,8,8,1,0,0,0,0,18,0,13,8.9,1.4,3.51,0
1,1,13,14,10,7,1,0,1,0,1,18,0,14,8.9,1.4,3.51,0
1,1,2,1,15,26,0,1,1,0,1,18,0,15,8.9,1.4,3.51,0
1,1,1,1,3,6,1,0,0,1,0,18,0,0,8.9,1.4,3.51,1
1,1,13,1,10,10,1,0,1,0,1,18,0,14,8.9,1.4,3.51,0
1,1,1,1,10,8,1,0,1,0,1,18,0,12,8.9,1.4,3.51,0
1,1,1,28,5,8,1,0,1,1,0,18,0,14,8.9,1.4,3.51,0
1,1,1,28,5,6,0,0,1,1,0,18,0,16,8.9,1.4,3.51,0
1,1,1,14,20,44,1,0,1,1,0,18,0,12,8.9,1.4,3.51,0
1,1,13,14,10,9,0,0,0,1,1,18,0,15,8.9,1.4,3.51,0
1,1,13,28,10,8,1,1,1,0,0,18,0,13,8.9,1.4,3.51,1
1,1,1,1,8,8,1,0,1,0,0,18,0,13,8.9,1.4,3.51,0
1,1,3,3,15,20,0,0,1,0,0,18,0,14,8.9,1.4,3.51,0
1,1,3,1,10,4,1,0,1,1,0,18,0,14,8.9,1.4,3.51,0
1,1,4,28,3,8,1,0,1,1,0,18,0,14,8.9,1.4,3.51,0
1,1,1,14,5,5,0,0,1,1,0,18,0,13,8.9,1.4,3.51,0
1,1,23,28,7,8,1,0,1,1,1,18,0,6,8.9,1.4,3.51,1
1,1,1,1,10,10,1,0,1,0,0,18,0,14,8.9,1.4,3.51,0
1,1,25,4,3,3,1,0,1,0,0,18,0,15,8.9,1.4,3.51,0
1,1,23,14,24,36,1,0,1,0,1,18,0,13,8.9,1.4,3.51,0
1,1,1,14,10,10,1,0,1,0,1,18,0,15,8.9,1.4,3.51,0
1,1,5,33,3,3,1,0,1,0,0,18,0,15,8.9,1.4,3.51,0
1,1,23,27,4,10,1,0,0,0,0,18,0,14,8.9,1.4,3.51,0
1,1,13,27,6,7,1,1,0,0,0,18,0,0,8.9,1.4,3.51,1
1,1,22,27,10,7,0,0,1,0,0,59,1,12,11.1,0.6,2.02,0
0,12,22,27,10,6,0,0,1,0,0,58,0,0,11.1,0.6,2.02,1
1,1,22,27,8,8,0,0,1,1,0,55,0,14,11.1,0.6,2.02,0
1,1,22,27,29,37,0,0,1,0,0,48,0,12,11.1,0.6,2.02,0
1,1,22,27,10,10,0,1,0,0,0,48,0,0,11.1,0.6,2.02,1
0,9,22,27,10,2,0,0,1,0,0,46,0,13,11.1,0.6,2.02,0
0,3,22,27,7,8,0,1,0,1,0,46,0,5,11.1,0.6,2.02,1
1,12,22,27,7,7,0,1,0,0,0,46,0,12,11.1,0.6,2.02,1
1,1,22,14,10,6,0,0,1,0,0,45,0,12,11.1,0.6,2.02,1
1,1,22,27,6,6,0,0,1,1,0,44,0,12,11.1,0.6,2.02,1
1,12,22,27,10,10,0,0,1,0,0,44,0,6,11.1,0.6,2.02,1
1,4,5,5,3,3,1,0,1,1,0,43,0,13,11.1,0.6,2.02,1
0,12,22,27,10,10,0,1,1,0,0,42,0,12,11.1,0.6,2.02,0
0,2,13,28,10,11,0,0,1,1,0,42,0,14,11.1,0.6,2.02,0
1,1,23,28,10,8,0,1,1,0,1,42,0,14,11.1,0.6,2.02,0
1,15,19,24,13,13,0,1,1,0,0,41,0,0,11.1,0.6,2.02,1
1,1,1,3,30,4,0,1,1,1,0,40,1,11,11.1,0.6,2.02,0
1,12,22,28,5,10,0,1,0,0,0,40,0,13,11.1,0.6,2.02,1
1,9,19,24,13,13,0,0,1,0,0,39,0,7,11.1,0.6,2.02,1
1,1,22,27,10,10,0,0,1,0,0,39,0,11,11.1,0.6,2.02,0
0,12,13,14,22,27,0,1,1,0,1,39,0,13,11.1,0.6,2.02,0
0,12,22,27,10,10,0,0,1,0,1,39,0,15,11.1,0.6,2.02,0
1,12,22,28,10,11,1,0,1,0,0,39,0,12,11.1,0.6,2.02,1
1,1,22,27,8,8,0,0,0,1,0,38,0,12,11.1,0.6,2.02,1
1,12,27,1,4,8,0,0,1,1,0,37,0,0,11.1,0.6,2.02,1
1,1,22,27,10,10,0,0,0,1,0,37,0,13,11.1,0.6,2.02,1
1,17,23,14,10,10,0,0,1,1,0,36,0,6,11.1,0.6,2.02,1
1,1,29,30,3,3,0,0,1,0,0,36,0,12,11.1,0.6,2.02,1
1,1,1,3,28,19,0,0,1,0,0,35,0,12,11.1,0.6,2.02,0
0,1,22,27,10,10,0,0,1,1,0,35,0,0,11.1,0.6,2.02,1
1,1,23,1,10,6,0,1,1,1,0,35,0,0,11.1,0.6,2.02,1
1,3,13,1,6,6,0,0,1,0,0,35,0,0,11.1,0.6,2.02,1
1,12,22,27,5,9,0,0,1,0,0,35,0,6,11.1,0.6,2.02,1
0,1,22,28,10,10,0,0,1,1,0,34,0,6,11.1,0.6,2.02,1
1,1,3,3,3,3,0,1,0,0,0,34,0,14,11.1,0.6,2.02,0
1,1,13,14,10,10,0,0,1,0,0,34,0,12,11.1,0.6,2.02,1
0,17,25,5,4,4,0,0,1,0,0,33,0,16,11.1,0.6,2.02,0
1,17,22,1,10,8,0,0,1,0,0,33,0,13,11.1,0.6,2.02,0
1,3,13,1,10,10,0,0,1,0,0,33,0,12,11.1,0.6,2.02,0
1,12,2,1,4,11,0,1,1,1,0,32,0,6,11.1,0.6,2.02,1
1,1,22,27,10,10,0,0,0,0,0,32,0,0,11.1,0.6,2.02,1
1,1,23,28,10,10,1,0,1,0,0,31,0,16,11.1,0.6,2.02,0
0,1,13,27,8,9,0,1,0,0,0,31,0,11,11.1,0.6,2.02,1
1,1,22,27,4,9,0,1,1,0,1,30,0,0,11.1,0.6,2.02,0
1,1,3,1,6,6,1,0,1,0,1,30,0,5,11.1,0.6,2.02,1
1,1,13,14,10,10,0,0,1,0,0,30,0,0,11.1,0.6,2.02,1
0,13,23,27,5,9,0,0,1,1,0,29,0,13,11.1,0.6,2.02,0
0,1,22,27,10,10,0,0,1,1,0,29,0,15,11.1,0.6,2.02,0
1,1,3,2,5,7,1,0,0,1,0,29,0,15,11.1,0.6,2.02,0
1,12,22,14,10,5,0,1,1,0,0,29,0,13,11.1,0.6,2.02,0
1,12,22,27,10,8,0,1,1,1,1,29,0,7,11.1,0.6,2.02,1
0,12,13,27,10,10,0,0,0,1,0,29,0,12,11.1,0.6,2.02,1
1,12,13,4,10,5,1,0,1,0,0,29,0,0,11.1,0.6,2.02,1
1,9,22,1,10,11,0,0,1,1,0,28,0,0,11.1,0.6,2.02,1
1,1,22,27,10,9,0,0,1,1,0,28,0,12,11.1,0.6,2.02,0
1,1,23,28,10,10,0,1,0,1,0,28,0,15,11.1,0.6,2.02,1
0,1,1,1,10,8,0,0,1,1,0,28,0,12,11.1,0.6,2.02,1
1,15,3,3,5,3,0,0,1,0,0,28,0,15,11.1,0.6,2.02,0
1,1,3,14,3,10,0,0,1,0,0,28,0,12,11.1,0.6,2.02,1
1,12,13,14,4,5,0,1,0,0,0,27,0,6,11.1,0.6,2.02,1
0,1,22,9,10,11,0,0,1,0,0,27,0,11,11.1,0.6,2.02,0
1,1,22,14,10,9,1,0,1,0,0,27,0,0,11.1,0.6,2.02,1
0,15,28,3,4,4,0,0,1,0,0,27,0,15,11.1,0.6,2.02,0
1,1,3,1,6,10,0,0,1,1,0,27,0,14,11.1,0.6,2.02,0
0,1,1,1,6,4,1,0,1,1,0,27,0,13,11.1,0.6,2.02,0
1,15,5,3,3,3,0,1,1,1,0,27,0,14,11.1,0.6,2.02,1
1,15,1,1,5,5,0,0,1,1,0,27,0,14,11.1,0.6,2.02,1
1,1,1,27,29,44,0,0,1,1,0,27,0,0,11.1,0.6,2.02,0
1,12,1,14,5,11,1,0,1,0,0,27,0,0,11.1,0.6,2.02,1
0,1,23,28,6,8,0,0,1,0,0,27,0,12,11.1,0.6,2.02,0
1,1,3,14,3,2,0,1,1,0,0,26,0,15,11.1,0.6,2.02,0
1,1,26,1,4,5,0,1,0,1,0,26,1,14,11.1,0.6,2.02,1
1,14,13,2,10,4,0,0,0,1,0,26,0,14,11.1,0.6,2.02,0
1,1,4,1,3,10,0,0,0,0,0,26,0,15,11.1,0.6,2.02,0
1,4,3,28,4,8,1,0,1,1,0,26,0,13,11.1,0.6,2.02,1
1,1,13,14,10,10,0,0,1,1,0,26,0,11,11.1,0.6,2.02,0
1,1,1,28,8,9,1,0,1,1,0,26,0,0,11.1,0.6,2.02,1
0,15,13,14,8,4,0,0,1,0,0,26,0,13,11.1,0.6,2.02,0
1,1,1,1,5,5,0,0,1,0,0,25,0,5,11.1,0.6,2.02,1
1,1,13,14,10,10,0,0,1,0,0,25,0,0,11.1,0.6,2.02,1
1,17,13,1,5,9,0,0,1,1,0,25,0,14,11.1,0.6,2.02,0
1,15,23,27,6,7,1,1,0,1,0,25,0,12,11.1,0.6,2.02,1
1,1,22,27,7,7,0,0,1,0,1,25,0,12,11.1,0.6,2.02,0
0,1,1,14,7,9,0,0,1,0,1,24,0,12,11.1,0.6,2.02,0
1,1,23,28,10,11,0,0,1,0,0,24,0,13,11.1,0.6,2.02,1
1,12,13,1,6,9,1,0,1,1,1,24,0,12,11.1,0.6,2.02,0
1,1,1,1,10,11,0,0,1,1,0,24,0,0,11.1,0.6,2.02,1
1,1,23,14,10,10,1,0,1,0,1,24,0,0,11.1,0.6,2.02,0
1,12,13,14,26,35,0,1,0,0,1,24,0,13,11.1,0.6,2.02,0
1,1,13,28,10,10,0,1,1,0,0,24,0,13,11.1,0.6,2.02,0
1,1,22,27,8,10,1,0,1,1,0,24,0,11,11.1,0.6,2.02,1
1,1,3,1,4,11,0,0,1,1,0,24,0,13,11.1,0.6,2.02,1
1,1,3,14,4,6,0,0,0,1,0,24,0,0,11.1,0.6,2.02,1
1,14,23,14,10,10,0,0,1,1,0,24,0,13,11.1,0.6,2.02,1
1,1,23,27,10,10,1,0,1,1,0,23,0,14,11.1,0.6,2.02,0
1,1,23,14,8,11,0,0,1,0,0,23,0,12,11.1,0.6,2.02,1
1,1,23,27,10,10,0,0,1,0,1,23,0,13,11.1,0.6,2.02,1
0,14,22,28,7,7,1,0,1,0,0,23,0,11,11.1,0.6,2.02,0
1,1,13,1,4,8,0,0,1,1,0,23,0,13,11.1,0.6,2.02,0
1,1,3,3,3,11,0,1,0,0,0,23,0,14,11.1,0.6,2.02,0
1,15,3,1,3,6,0,0,1,1,0,23,0,14,11.1,0.6,2.02,0
1,1,22,28,8,8,1,0,1,1,0,23,0,11,11.1,0.6,2.02,0
1,1,13,27,4,4,1,0,1,0,1,23,0,13,11.1,0.6,2.02,0
1,1,1,32,6,4,1,0,1,1,0,23,0,13,11.1,0.6,2.02,0
1,1,1,1,8,5,1,1,1,1,0,23,0,12,11.1,0.6,2.02,0
1,14,22,28,10,7,1,0,1,0,0,23,0,0,11.1,0.6,2.02,1
1,1,13,14,25,32,0,0,1,0,1,23,0,15,11.1,0.6,2.02,0
1,1,22,14,6,10,1,0,1,0,0,23,0,0,11.1,0.6,2.02,1
1,1,1,3,3,3,1,0,1,0,0,22,0,14,11.1,0.6,2.02,0
1,1,22,14,8,8,1,0,1,0,1,22,0,14,11.1,0.6,2.02,0
1,1,23,14,6,7,0,1,1,1,0,22,0,14,11.1,0.6,2.02,0
1,1,13,14,10,8,1,0,1,1,0,22,0,14,11.1,0.6,2.02,0
1,1,1,1,6,10,0,0,1,1,0,22,0,0,11.1,0.6,2.02,1
1,1,1,1,4,5,1,0,1,0,1,22,0,13,11.1,0.6,2.02,0
1,1,1,1,4,4,0,0,1,1,1,22,0,14,11.1,0.6,2.02,0
1,1,22,27,10,6,1,0,1,1,1,22,0,12,11.1,0.6,2.02,1
1,1,13,27,10,10,1,1,0,0,0,22,0,12,11.1,0.6,2.02,0
1,1,13,14,5,8,1,0,1,1,0,22,0,12,11.1,0.6,2.02,0
1,1,1,27,8,8,0,0,1,1,0,22,0,0,11.1,0.6,2.02,1
1,1,23,27,10,7,1,0,1,0,0,22,0,15,11.1,0.6,2.02,0
1,3,3,3,3,3,0,0,1,0,0,22,0,11,11.1,0.6,2.02,0
1,1,22,28,7,7,1,0,1,0,1,22,0,13,11.1,0.6,2.02,0
1,1,1,28,10,10,1,1,1,0,0,22,0,12,11.1,0.6,2.02,0
1,15,1,1,5,5,1,0,1,0,0,22,0,17,11.1,0.6,2.02,0
1,1,1,1,10,5,0,0,1,0,0,22,0,14,11.1,0.6,2.02,0
1,1,1,1,10,9,0,0,1,0,1,21,0,0,11.1,0.6,2.02,0
1,1,13,27,5,8,1,0,1,0,0,21,0,12,11.1,0.6,2.02,0
1,1,3,3,5,11,1,0,1,1,0,21,0,12,11.1,0.6,2.02,0
1,1,1,1,5,5,0,0,1,0,0,21,0,13,11.1,0.6,2.02,0
1,1,1,1,10,10,1,0,1,0,1,21,0,12,11.1,0.6,2.02,0
1,14,13,1,5,10,1,0,1,0,0,21,0,11,11.1,0.6,2.02,0
1,1,3,3,2,11,0,1,1,1,0,21,0,13,11.1,0.6,2.02,0
1,1,1,27,5,10,1,0,1,0,0,21,0,13,11.1,0.6,2.02,0
1,1,1,3,6,9,0,1,1,1,0,21,1,0,11.1,0.6,2.02,1
1,1,13,27,10,8,1,0,1,0,1,21,0,14,11.1,0.6,2.02,0
1,1,1,14,3,8,1,0,1,0,0,21,0,14,11.1,0.6,2.02,0
1,1,1,14,5,5,1,0,1,1,0,21,0,11,11.1,0.6,2.02,0
1,1,13,14,4,11,1,0,1,0,0,21,0,12,11.1,0.6,2.02,0
1,1,1,14,4,4,1,0,1,1,1,21,0,12,11.1,0.6,2.02,0
1,1,13,27,9,9,0,0,1,0,0,21,0,12,11.1,0.6,2.02,0
1,1,3,3,4,5,1,0,1,0,0,21,0,12,11.1,0.6,2.02,0
1,1,1,1,5,5,1,0,1,0,0,21,0,12,11.1,0.6,2.02,1
1,1,22,28,31,40,0,0,1,0,0,21,0,12,11.1,0.6,2.02,0
1,1,1,1,10,10,1,0,1,0,0,21,0,13,11.1,0.6,2.02,0
1,1,1,14,4,6,0,0,0,1,0,21,0,14,11.1,0.6,2.02,0
1,1,13,14,10,7,0,0,1,1,0,21,1,13,11.1,0.6,2.02,0
1,1,13,14,29,36,0,1,0,1,0,21,0,13,11.1,0.6,2.02,0
1,1,23,28,10,10,1,0,1,0,1,21,0,13,11.1,0.6,2.02,0
1,1,1,1,10,5,0,0,1,0,0,21,1,14,11.1,0.6,2.02,0
1,1,13,14,10,8,1,1,1,0,0,21,0,0,11.1,0.6,2.02,1
1,1,13,28,5,5,1,0,1,1,0,21,0,5,11.1,0.6,2.02,1
1,1,23,28,10,10,1,0,1,0,1,21,0,14,11.1,0.6,2.02,0
1,1,23,14,32,44,1,0,1,1,0,21,0,12,11.1,0.6,2.02,0
1,1,26,1,3,4,1,0,1,0,0,21,0,13,11.1,0.6,2.02,0
1,1,13,28,6,8,1,0,1,0,1,21,0,13,11.1,0.6,2.02,0
1,1,1,27,5,6,0,0,1,1,0,21,0,15,11.1,0.6,2.02,0
1,1,1,1,10,7,1,0,1,0,0,21,1,14,11.1,0.6,2.02,0
1,1,3,1,3,9,0,1,1,0,0,20,0,13,11.1,0.6,2.02,0
1,1,13,1,5,8,0,0,1,0,1,20,0,13,11.1,0.6,2.02,0
1,1,1,14,10,10,0,0,1,0,1,20,0,14,11.1,0.6,2.02,0
1,1,22,27,10,9,1,1,0,0,0,20,0,12,11.1,0.6,2.02,1
1,1,1,14,5,7,0,0,1,0,0,20,0,0,11.1,0.6,2.02,1
1,1,1,1,10,10,0,0,1,0,1,20,0,12,11.1,0.6,2.02,0
1,1,1,14,10,8,1,0,1,0,0,20,0,13,11.1,0.6,2.02,0
1,1,13,14,6,8,0,0,1,0,1,20,0,14,11.1,0.6,2.02,0
1,1,1,1,5,5,0,0,1,1,0,20,0,0,11.1,0.6,2.02,1
1,14,22,1,10,5,0,0,1,0,1,20,0,13,11.1,0.6,2.02,0
1,1,22,27,5,7,0,1,1,0,0,20,0,14,11.1,0.6,2.02,0
1,1,1,1,10,10,1,0,1,0,1,20,0,15,11.1,0.6,2.02,0
1,1,3,3,18,24,0,0,1,0,0,20,0,13,11.1,0.6,2.02,0
1,1,13,1,10,4,1,1,1,0,0,20,0,11,11.1,0.6,2.02,0
1,1,13,27,4,6,1,0,0,0,1,20,0,13,11.1,0.6,2.02,0
1,1,1,14,5,5,0,0,1,0,1,20,0,14,11.1,0.6,2.02,0
1,1,23,28,10,10,0,0,1,0,0,20,0,14,11.1,0.6,2.02,0
1,1,1,14,10,7,1,0,1,0,1,20,0,13,11.1,0.6,2.02,0
1,1,1,14,5,1,0,0,1,0,1,20,0,13,11.1,0.6,2.02,0
1,1,23,14,10,8,1,0,1,0,1,20,0,13,11.1,0.6,2.02,0
1,1,13,14,4,10,1,0,1,0,1,20,0,14,11.1,0.6,2.02,0
1,1,13,29,5,9,1,0,1,0,0,20,0,15,11.1,0.6,2.02,0
1,1,23,28,10,11,0,0,1,0,0,20,0,13,11.1,0.6,2.02,0
1,1,13,1,32,16,1,0,1,0,0,20,0,14,11.1,0.6,2.02,0
1,1,1,28,6,9,0,0,1,0,1,20,0,11,11.1,0.6,2.02,0
1,1,1,14,4,6,1,0,1,1,0,20,0,14,11.1,0.6,2.02,1
1,1,1,4,5,3,0,0,1,1,0,20,0,13,11.1,0.6,2.02,0
1,1,1,1,5,5,1,0,1,1,1,20,0,7,11.1,0.6,2.02,1
1,1,1,1,5,11,0,0,1,1,0,20,0,15,11.1,0.6,2.02,0
1,1,10,14,10,10,0,0,1,0,1,20,0,15,11.1,0.6,2.02,0
1,1,13,3,6,3,0,1,1,0,0,20,0,12,11.1,0.6,2.02,0
1,1,13,14,7,7,1,0,1,0,0,20,0,12,11.1,0.6,2.02,0
1,1,23,14,8,8,1,0,1,0,0,20,0,12,11.1,0.6,2.02,1
1,1,23,28,28,42,1,1,1,0,0,20,0,11,11.1,0.6,2.02,0
1,1,1,14,4,4,1,0,1,0,0,20,0,14,11.1,0.6,2.02,0
1,1,23,28,10,10,1,0,1,0,0,20,0,12,11.1,0.6,2.02,0
1,1,1,14,5,9,0,0,1,1,0,20,0,0,11.1,0.6,2.02,1
1,1,23,28,6,10,1,1,1,1,0,20,0,14,11.1,0.6,2.02,1
1,1,13,14,10,10,0,0,1,1,0,20,0,15,11.1,0.6,2.02,0
1,1,3,1,4,6,1,0,1,1,0,20,0,13,11.1,0.6,2.02,0
1,1,22,28,5,10,1,0,1,0,1,20,0,14,11.1,0.6,2.02,0
1,1,2,10,4,11,1,0,1,0,0,20,0,12,11.1,0.6,2.02,0
1,1,1,1,4,4,1,0,1,0,1,20,0,14,11.1,0.6,2.02,0
1,1,22,28,29,35,1,1,1,1,0,20,0,12,11.1,0.6,2.02,0
1,1,4,1,4,11,0,0,1,0,0,20,0,13,11.1,0.6,2.02,0
1,1,1,30,5,4,1,0,1,0,0,20,0,0,11.1,0.6,2.02,0
1,1,1,27,5,9,1,0,1,1,1,20,0,12,11.1,0.6,2.02,0
1,1,13,28,10,8,1,0,1,0,1,20,0,15,11.1,0.6,2.02,0
1,1,23,28,6,6,1,0,1,0,0,20,0,13,11.1,0.6,2.02,0
1,1,22,28,10,10,0,0,1,0,0,20,0,0,11.1,0.6,2.02,1
1,14,13,1,10,4,0,0,1,0,1,20,0,13,11.1,0.6,2.02,0
1,1,23,28,4,8,0,0,1,0,1,20,0,13,11.1,0.6,2.02,0
1,1,13,28,4,6,1,0,1,0,0,20,0,13,11.1,0.6,2.02,0
1,1,3,28,3,10,1,0,1,0,0,20,0,14,11.1,0.6,2.02,0
1,1,22,14,10,8,1,0,1,0,0,20,0,12,11.1,0.6,2.02,0
1,1,1,1,4,4,0,0,1,1,0,20,0,12,11.1,0.6,2.02,0
1,1,13,1,6,5,1,0,1,1,0,20,0,15,11.1,0.6,2.02,1
1,1,13,28,5,5,1,0,1,0,1,20,0,13,11.1,0.6,2.02,0
1,1,22,27,7,7,1,0,0,0,0,20,0,0,11.1,0.6,2.02,1
0,1,23,27,7,8,0,0,1,0,0,20,0,0,11.1,0.6,2.02,1
1,1,1,1,3,4,1,0,1,1,0,20,1,0,11.1,0.6,2.02,1
1,1,1,14,6,8,1,0,1,0,1,20,0,14,11.1,0.6,2.02,0
1,1,1,14,10,10,0,0,1,0,1,20,0,0,11.1,0.6,2.02,0
1,1,3,1,3,5,1,0,1,0,0,20,0,12,11.1,0.6,2.02,0
1,1,22,28,4,4,1,0,1,0,1,20,0,16,11.1,0.6,2.02,0
1,1,22,27,8,8,1,0,1,0,1,20,0,15,11.1,0.6,2.02,0
1,1,22,27,29,33,0,0,1,0,0,20,0,12,11.1,0.6,2.02,0
1,1,13,27,10,7,1,1,0,0,0,20,0,0,11.1,0.6,2.02,1
1,1,1,10,5,5,1,0,1,1,1,20,0,12,11.1,0.6,2.02,0
1,1,3,1,3,10,1,0,1,0,0,20,0,14,11.1,0.6,2.02,0
1,1,1,28,5,8,1,0,1,0,1,19,0,13,11.1,0.6,2.02,0
1,1,13,14,4,8,0,0,1,0,0,19,0,14,11.1,0.6,2.02,0
1,1,13,14,10,8,1,0,1,0,0,19,0,0,11.1,0.6,2.02,1
1,1,13,1,6,10,0,0,1,0,1,19,0,13,11.1,0.6,2.02,0
1,1,5,1,3,6,0,0,1,0,0,19,0,13,11.1,0.6,2.02,0
1,1,26,14,4,6,0,0,1,0,0,19,0,14,11.1,0.6,2.02,0
1,1,2,1,3,9,0,0,1,0,1,19,0,13,11.1,0.6,2.02,0
1,1,23,28,4,8,1,0,1,0,0,19,0,14,11.1,0.6,2.02,0
1,1,13,28,5,11,0,0,1,0,0,19,0,13,11.1,0.6,2.02,0
1,1,1,2,4,3,1,0,1,1,0,19,0,6,11.1,0.6,2.02,1
1,1,13,27,5,8,1,0,1,0,1,19,0,13,11.1,0.6,2.02,0
1,1,13,14,32,44,1,0,1,0,0,19,0,12,11.1,0.6,2.02,0
1,1,10,5,4,4,0,0,1,1,0,19,0,14,11.1,0.6,2.02,0
1,1,1,1,2,2,1,0,1,0,0,19,0,11,11.1,0.6,2.02,0
1,1,1,14,10,10,0,0,1,0,1,19,0,14,11.1,0.6,2.02,0
1,1,1,30,10,3,0,0,1,0,1,19,0,12,11.1,0.6,2.02,0
1,1,1,3,6,4,0,0,1,0,0,19,0,14,11.1,0.6,2.02,0
1,1,13,14,10,10,0,0,1,0,0,19,0,10,11.1,0.6,2.02,0
1,1,2,2,4,5,1,0,1,1,0,19,0,11,11.1,0.6,2.02,1
1,1,1,14,4,4,1,0,1,0,0,19,0,13,11.1,0.6,2.02,0
1,1,22,1,10,10,1,1,1,0,1,19,0,6,11.1,0.6,2.02,1
1,1,3,1,4,6,0,0,1,0,1,19,0,13,11.1,0.6,2.02,0
1,1,1,27,5,5,1,0,1,0,1,19,0,12,11.1,0.6,2.02,1
1,1,1,14,10,5,1,0,1,0,1,19,0,14,11.1,0.6,2.02,0
1,1,13,28,30,43,1,0,1,0,0,19,0,13,11.1,0.6,2.02,0
1,1,13,28,6,6,1,0,1,0,0,19,0,12,11.1,0.6,2.02,0
1,1,13,14,5,8,1,0,1,0,0,19,0,13,11.1,0.6,2.02,0
1,1,23,28,6,6,1,0,1,0,1,19,0,13,11.1,0.6,2.02,0
1,1,22,27,10,7,1,1,0,0,1,19,0,12,11.1,0.6,2.02,0
1,1,1,27,5,10,1,0,1,1,1,19,0,0,11.1,0.6,2.02,1
1,1,13,27,6,10,1,0,1,1,1,19,0,0,11.1,0.6,2.02,0
1,1,13,1,10,10,1,0,1,0,1,19,1,13,11.1,0.6,2.02,1
1,1,13,3,10,8,1,0,1,0,0,19,0,14,11.1,0.6,2.02,0
1,1,1,1,5,5,1,0,1,0,0,19,0,15,11.1,0.6,2.02,0
1,1,3,3,2,8,1,0,1,1,0,19,0,0,11.1,0.6,2.02,1
1,1,22,14,10,10,1,0,1,1,0,19,0,14,11.1,0.6,2.02,0
1,1,1,1,4,6,0,0,1,1,1,19,0,12,11.1,0.6,2.02,0
1,1,3,14,3,5,1,0,1,1,0,19,0,12,11.1,0.6,2.02,1
1,1,13,1,8,10,1,0,1,0,0,19,0,12,11.1,0.6,2.02,0
1,1,1,1,5,11,0,0,1,0,0,19,0,14,11.1,0.6,2.02,0
1,1,23,28,5,8,0,0,1,0,0,19,0,0,11.1,0.6,2.02,1
1,1,10,28,5,10,1,0,1,0,0,19,0,11,11.1,0.6,2.02,1
1,1,13,14,4,4,1,0,1,0,0,19,0,13,11.1,0.6,2.02,0
1,1,13,14,10,11,1,0,1,0,0,19,0,14,11.1,0.6,2.02,0
1,1,22,14,10,9,1,0,1,0,1,19,1,14,11.1,0.6,2.02,0
1,1,13,27,10,10,0,0,1,0,1,19,0,14,11.1,0.6,2.02,0
1,1,13,14,9,9,1,0,1,0,1,19,0,0,11.1,0.6,2.02,1
1,1,1,28,5,9,1,0,1,1,0,19,0,0,11.1,0.6,2.02,0
1,1,1,14,5,5,0,0,1,1,1,19,0,13,11.1,0.6,2.02,0
1,1,1,28,5,8,0,0,1,1,0,19,0,14,11.1,0.6,2.02,0
1,1,1,1,4,4,1,0,1,1,1,19,0,12,11.1,0.6,2.02,0
1,1,3,3,3,3,1,0,1,0,0,19,0,13,11.1,0.6,2.02,0
1,1,1,14,8,8,1,0,1,0,1,19,0,13,11.1,0.6,2.02,0
1,1,1,1,3,4,0,0,1,0,0,19,1,12,11.1,0.6,2.02,0
1,1,22,27,4,4,0,0,1,1,1,19,0,12,11.1,0.6,2.02,1
1,1,23,14,10,4,0,0,1,1,0,19,0,15,11.1,0.6,2.02,0
1,1,13,14,10,11,1,1,1,0,0,19,0,0,11.1,0.6,2.02,1
1,1,1,3,4,4,1,0,1,0,0,19,0,14,11.1,0.6,2.02,0
1,1,23,28,8,8,1,0,1,0,0,19,0,13,11.1,0.6,2.02,0
1,1,3,14,6,6,1,0,1,0,1,19,0,14,11.1,0.6,2.02,0
1,1,1,28,5,6,1,0,1,0,1,19,0,11,11.1,0.6,2.02,0
1,1,26,1,5,4,1,0,1,0,0,19,0,12,11.1,0.6,2.02,1
1,1,13,1,6,6,1,0,1,0,1,19,0,12,11.1,0.6,2.02,0
